geo_code,geo_name,date_monday,year_iso,week_iso_num,taux_passages_urgences,MNP_score,tmean,workplaces,retail_and_recreation,couv_complet
1,Guadeloupe,2019-12-30,2020,1,1257.4850299,,,,,
1,Guadeloupe,2020-01-06,2020,2,1567.1641791,,,,,
1,Guadeloupe,2020-01-13,2020,3,921.05263158,,,,,
1,Guadeloupe,2020-01-20,2020,4,1063.8297872,,,,,
1,Guadeloupe,2020-01-27,2020,5,858.89570552,,,,,
1,Guadeloupe,2020-02-03,2020,6,955.88235294,,,,,
1,Guadeloupe,2020-02-10,2020,7,620.15503876,,,,,
1,Guadeloupe,2020-02-17,2020,8,846.15384615,,,,,
1,Guadeloupe,2020-02-24,2020,9,1068.7022901,,,,,
1,Guadeloupe,2020-03-02,2020,10,919.54022989,,,,,
1,Guadeloupe,2020-03-09,2020,11,330.5785124,,,,,
1,Guadeloupe,2020-03-16,2020,12,769.23076923,,,,,
1,Guadeloupe,2020-03-23,2020,13,652.17391304,,,,,
1,Guadeloupe,2020-03-30,2020,14,0.0,,,,,
1,Guadeloupe,2020-04-06,2020,15,0.0,,,,,
1,Guadeloupe,2020-04-13,2020,16,0.0,,,,,
1,Guadeloupe,2020-04-20,2020,17,576.92307692,,,,,
1,Guadeloupe,2020-04-27,2020,18,175.43859649,,,,,
1,Guadeloupe,2020-05-04,2020,19,169.49152542,,,,,
1,Guadeloupe,2020-05-11,2020,20,0.0,,,,,
1,Guadeloupe,2020-05-18,2020,21,0.0,,,,,
1,Guadeloupe,2020-05-25,2020,22,0.0,,,,,
1,Guadeloupe,2020-06-01,2020,23,163.93442623,,,,,
1,Guadeloupe,2020-06-08,2020,24,120.48192771,,,,,
1,Guadeloupe,2020-06-15,2020,25,0.0,,,,,
1,Guadeloupe,2020-06-22,2020,26,0.0,,,,,
1,Guadeloupe,2020-06-29,2020,27,0.0,,,,,
1,Guadeloupe,2020-07-06,2020,28,307.69230769,,,,,
1,Guadeloupe,2020-07-13,2020,29,632.91139241,,,,,
1,Guadeloupe,2020-07-20,2020,30,357.14285714,,,,,
1,Guadeloupe,2020-07-27,2020,31,0.0,,,,,
1,Guadeloupe,2020-08-03,2020,32,240.96385542,,,,,
1,Guadeloupe,2020-08-10,2020,33,340.90909091,,,,,
